Nominal Composition,Product  Form,Spec. No.,"UNS
No.",100,150,200,250,300,400,500,600,650,700,750,800,850,900,950,1000,1050,1100,1150,1200,1250,1300,1350,1400,1450,1500,1550,1600,1650,,,
Carbon steel,"Plate,  bar,  shapes",SA/IS2062-E250B,              ,17000.00,#VALUE!,17000.00,#VALUE!,17000.00,17000.00,17000.00,17000.00,16500.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,"Plate,  bar,  shapes",SA/IS2062-E250C,              ,17000.00,#VALUE!,17000.00,#VALUE!,17000.00,17000.00,17000.00,17000.00,16500.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,"Plate,  bar,  shapes",SA/IS2062-E250A,              ,17000.00,#VALUE!,17000.00,#VALUE!,17000.00,17000.00,17000.00,17000.00,17000.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,"Plate,  bar,  shapes",SA/IS2062-E250B,              ,17000.00,#VALUE!,17000.00,#VALUE!,17000.00,17000.00,17000.00,17000.00,17000.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,"Plate,  bar,  shapes",SA/IS2062-E250C,              ,17000.00,#VALUE!,17000.00,#VALUE!,17000.00,17000.00,17000.00,17000.00,17000.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Plate,SA/EN10028-2-P265GH,              ,17000.00,17000.00,17000.00,17000.00,17000.00,17000.00,17000.00,17000.00,17000.00,15600.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Smls.  tube,SA/EN10216-2-P265GH,              ,17000.00,#VALUE!,17000.00,#VALUE!,17000.00,17000.00,17000.00,17000.00,17000.00,17000.00,13000.00,10800.00,8700.00,5900.00,4000.00,2500.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,"Plate,  bar,  shapes",SA/IS2062-E250A,              ,17000.00,#VALUE!,17000.00,#VALUE!,17000.00,17000.00,17000.00,17000.00,17000.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,"Plate,  bar,  shapes",SA/IS2062-E250B,              ,17000.00,#VALUE!,17000.00,#VALUE!,17000.00,17000.00,17000.00,17000.00,17000.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,"Plate,  bar,  shapes",SA/IS2062-E250C,              ,17000.00,#VALUE!,17000.00,#VALUE!,17000.00,17000.00,17000.00,17000.00,17000.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Smls.  tube,SA/EN10216-2-P265GH,              ,17000.00,#VALUE!,17000.00,#VALUE!,17000.00,17000.00,17000.00,17000.00,17000.00,17000.00,13000.00,10800.00,8700.00,5900.00,4000.00,2500.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Smls.  tube,SA/EN10216-2-P265GH,              ,17000.00,#VALUE!,17000.00,#VALUE!,17000.00,17000.00,17000.00,17000.00,17000.00,17000.00,13000.00,10800.00,8700.00,5900.00,4000.00,2500.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Forgings,SA-181,K03502  60,17100.00,17100.00,17100.00,#VALUE!,17100.00,17100.00,16300.00,15300.00,14800.00,14300.00,13000.00,10800.00,8700.00,5900.00,4000.00,2500.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Castings,SA-216-WCA,J02502   ,17100.00,#VALUE!,17100.00,#VALUE!,17100.00,17100.00,16300.00,15300.00,14800.00,14300.00,13000.00,10800.00,8700.00,5900.00,4000.00,2500.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Forgings,SA-266-1,K03506  ,17100.00,17100.00,17100.00,#VALUE!,17100.00,17100.00,16300.00,15300.00,14800.00,14300.00,13000.00,10800.00,8700.00,5900.00,4000.00,2500.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Forgings,SA-350-LF1,K03009  1,17100.00,17100.00,17100.00,#VALUE!,17100.00,17100.00,16300.00,15300.00,14800.00,14300.00,13000.00,10800.00,8700.00,5900.00,4000.00,2500.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Castings,SA-352-LCA,J02504   ,17100.00,#VALUE!,17100.00,#VALUE!,17100.00,17100.00,16300.00,15300.00,14800.00,14300.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Cast  pipe,SA-660-WCA,J02504   ,17100.00,#VALUE!,17100.00,#VALUE!,17100.00,17100.00,16300.00,15300.00,14800.00,14300.00,13000.00,10800.00,8700.00,5900.00,4000.00,2500.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Bar,SA-675-60,              ,17100.00,#VALUE!,17100.00,#VALUE!,17100.00,17100.00,16300.00,15300.00,14800.00,14300.00,13000.00,10800.00,8700.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Bar,SA-675-60,              ,17100.00,17100.00,17100.00,#VALUE!,17100.00,17100.00,16300.00,15300.00,14800.00,14300.00,13000.00,10800.00,8700.00,5900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Forgings,SA-765-I,K03046  ,17100.00,17100.00,17100.00,#VALUE!,17100.00,17100.00,16300.00,15300.00,14800.00,14300.00,13000.00,10800.00,8700.00,5900.00,4000.00,2500.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Plate,SA-515-60,K02401  ,17100.00,17100.00,17100.00,#VALUE!,17100.00,17100.00,17100.00,16400.00,15800.00,15300.00,13000.00,10800.00,8700.00,5900.00,4000.00,2500.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Plate,SA-516-60,K02100  ,17100.00,17100.00,17100.00,#VALUE!,17100.00,17100.00,17100.00,16400.00,15800.00,15300.00,13000.00,10800.00,8700.00,5900.00,4000.00,2500.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Wld.  pipe,SA-671-CB60,K02401  ,17100.00,#VALUE!,17100.00,#VALUE!,17100.00,17100.00,17100.00,16400.00,15800.00,15300.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Wld.  pipe,SA-671-CC60,K02100  ,17100.00,#VALUE!,17100.00,#VALUE!,17100.00,17100.00,17100.00,16400.00,15800.00,15300.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Wld.  pipe,SA-671-CE60,K02402  ,17100.00,#VALUE!,17100.00,#VALUE!,17100.00,17100.00,17100.00,16400.00,15800.00,15300.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Wld.  pipe,SA-672-B60,K02401                       ,17100.00,#VALUE!,17100.00,#VALUE!,17100.00,17100.00,17100.00,16400.00,15800.00,15300.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Wld.  pipe,SA-672-C60,K02100                       ,17100.00,#VALUE!,17100.00,#VALUE!,17100.00,17100.00,17100.00,16400.00,15800.00,15300.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Wld.  pipe,SA-672-E60,K02402                       ,17100.00,#VALUE!,17100.00,#VALUE!,17100.00,17100.00,17100.00,16400.00,15800.00,15300.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Wld.  pipe,SA-134-A283D,K02702                       ,17100.00,#VALUE!,17100.00,#VALUE!,17100.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Plate,SA-283-D,K02702                       ,17100.00,17100.00,17100.00,#VALUE!,17100.00,17100.00,17100.00,16900.00,16300.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Wld.  pipe,SA-53-E/B,K03005                       ,17100.00,#VALUE!,17100.00,#VALUE!,17100.00,17100.00,17100.00,17100.00,17100.00,15600.00,13000.00,10800.00,8700.00,5900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Wld.  pipe,SA-53-E/B,K03005                       ,14600.00,14600.00,14600.00,#VALUE!,14600.00,14600.00,14600.00,14600.00,14600.00,13300.00,11100.00,9200.00,7400.00,5000.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Smls.  pipe,SA-53-S/B,K03005                       ,17100.00,#VALUE!,17100.00,#VALUE!,17100.00,17100.00,17100.00,17100.00,17100.00,15600.00,13000.00,10800.00,8700.00,5900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Smls.  pipe,SA-53-S/B,K03005                       ,17100.00,17100.00,17100.00,#VALUE!,17100.00,17100.00,17100.00,17100.00,17100.00,15600.00,13000.00,10800.00,8700.00,5900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Smls.  pipe,SA-106-B,K03006                       ,17100.00,17100.00,17100.00,#VALUE!,17100.00,17100.00,17100.00,17100.00,17100.00,15600.00,13000.00,10800.00,8700.00,5900.00,4000.00,2500.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Wld.  pipe,SA-135-B,", ",14600.00,14600.00,14600.00,#VALUE!,14600.00,14600.00,14600.00,14600.00,14600.00,13300.00,11100.00,9200.00,7400.00,5000.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Smls.  &  wld.  fittings,SA-234-WPB,K03006                       ,17100.00,17100.00,17100.00,#VALUE!,17100.00,17100.00,17100.00,17100.00,17100.00,15600.00,13000.00,10800.00,8700.00,5900.00,4000.00,2500.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Smls.  &  wld.  pipe,SA-333-6,K03006                       ,17100.00,17100.00,17100.00,#VALUE!,17100.00,17100.00,17100.00,17100.00,17100.00,15600.00,13000.00,10800.00,8700.00,5900.00,4000.00,2500.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Wld.  pipe,SA-333-6,K03006                       ,14600.00,14600.00,14600.00,#VALUE!,14600.00,14600.00,14600.00,14600.00,14600.00,13300.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Smls.  &  wld.  tube,SA-334-6,K03006                       ,17100.00,#VALUE!,17100.00,#VALUE!,17100.00,17100.00,17100.00,17100.00,17100.00,15600.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Wld.  tube,SA-334-6,K03006                       ,14600.00,14600.00,14600.00,#VALUE!,14600.00,14600.00,14600.00,14600.00,14600.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Forged  pipe,SA-369-FPB,K03006                       ,17100.00,#VALUE!,17100.00,#VALUE!,17100.00,17100.00,17100.00,17100.00,17100.00,15600.00,13000.00,10800.00,8700.00,5900.00,4000.00,2500.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Forgings,SA-372-A,K03002                       ,17100.00,17100.00,17100.00,17100.00,17100.00,17100.00,17100.00,17100.00,17100.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Sheet,SA-414-D,K02505                       ,17100.00,17100.00,17100.00,#VALUE!,17100.00,17100.00,17100.00,17100.00,17100.00,15600.00,13000.00,10800.00,8700.00,5900.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Smls.  &  wld.  fittings,SA-420-WPL6,", ",17100.00,17100.00,17100.00,#VALUE!,17100.00,17100.00,17100.00,17100.00,17100.00,15600.00,13000.00,10800.00,8700.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Smls.  pipe,SA-524-I,K02104                       ,17100.00,17100.00,17100.00,#VALUE!,17100.00,17100.00,17100.00,17100.00,17100.00,15600.00,13000.00,10800.00,8700.00,5900.00,4000.00,2500.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Bar,SA-696-B,K03200                       ,17100.00,#VALUE!,17100.00,#VALUE!,17100.00,17100.00,17100.00,17100.00,17100.00,15600.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Forgings,SA-727-,K02506                       ,17100.00,17100.00,17100.00,#VALUE!,17100.00,17100.00,17100.00,17100.00,17100.00,15600.00,13000.00,10800.00,8700.00,5900.00,4000.00,2500.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Wld.  tube,SA-178-C,K03503                       ,17100.00,#VALUE!,17100.00,#VALUE!,17100.00,17100.00,17100.00,17100.00,17100.00,15600.00,13000.00,10800.00,8700.00,5000.00,3400.00,2100.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Wld.  tube,SA-178-C,K03503                       ,17100.00,#VALUE!,17100.00,#VALUE!,17100.00,17100.00,17100.00,17100.00,17100.00,15600.00,13000.00,10800.00,8700.00,5900.00,4000.00,2500.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Wld.  tube,SA-178-C,K03503                       ,14600.00,#VALUE!,14600.00,#VALUE!,14600.00,14600.00,14600.00,14600.00,14600.00,13300.00,11100.00,9200.00,7400.00,5000.00,3400.00,2100.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Smls.  tube,SA-210-A-1,K02707                       ,17100.00,17100.00,17100.00,#VALUE!,17100.00,17100.00,17100.00,17100.00,17100.00,15600.00,13000.00,10800.00,8700.00,5900.00,4000.00,2500.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Smls.  tube,SA-556-B2,K02707                       ,17100.00,17100.00,17100.00,#VALUE!,17100.00,17100.00,17100.00,17100.00,17100.00,15600.00,13000.00,10800.00,8700.00,5900.00,4000.00,2500.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Wld.  tube,SA-557-B2,K03007                       ,14600.00,14600.00,14600.00,#VALUE!,14600.00,14600.00,14600.00,14600.00,14600.00,13300.00,11100.00,9200.00,7400.00,5000.00,3400.00,2100.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,"Plate,  bar",SA/CSA-G40.21-38W,,17100.00,#VALUE!,17100.00,#VALUE!,17100.00,17100.00,17100.00,17100.00,17100.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Plate,SA/AS-1548-PT430N,,17900.00,17900.00,17900.00,17900.00,17900.00,17900.00,17900.00,17900.00,17900.00,16900.00,13900.00,11400.00,8700.00,5900.00,4000.00,2500.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Plate,SA/AS-1548-PT430NR,,17900.00,17900.00,17900.00,17900.00,17900.00,17900.00,17900.00,17900.00,17900.00,16900.00,13900.00,11400.00,8700.00,5900.00,4000.00,2500.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Plate,SA/EN10028-2-P295GH,,17900.00,17900.00,17900.00,17900.00,17900.00,17900.00,17400.00,16400.00,15800.00,15300.00,13900.00,11400.00,8700.00,5900.00,4000.00,2500.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Plate,SA/EN10028-2-P295GH,,18300.00,18300.00,18300.00,18300.00,18300.00,18300.00,18300.00,17400.00,16800.00,16200.00,13900.00,11400.00,8700.00,5900.00,4000.00,2500.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Bar,SA-675-65,,18600.00,18600.00,18600.00,18600.00,18600.00,18500.00,17700.00,16600.00,16100.00,15500.00,13900.00,11400.00,8700.00,5000.00,4000.00,2500.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Castings,SA-352-LCB,J03003                        ,18600.00,18600.00,18600.00,#VALUE!,18600.00,18600.00,18600.00,17900.00,17300.00,16700.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Plate,SA-515-65,K02800                       ,18600.00,18600.00,18600.00,#VALUE!,18600.00,18600.00,18600.00,17900.00,17300.00,16700.00,13900.00,11400.00,8700.00,5900.00,4000.00,2500.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Plate,SA-516-65,K02403                       ,18600.00,18600.00,18600.00,#VALUE!,18600.00,18600.00,18600.00,17900.00,17300.00,16700.00,13900.00,11400.00,8700.00,5900.00,4000.00,2500.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
Carbon steel,Wld.  pipe,SA-671-CB65,K02800                       ,18600.00,#VALUE!,18600.00,#VALUE!,18600.00,18600.00,18600.00,17900.00,17300.00,16700.00,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,
